policy,seed,rounds,S,k,top_gap_lambda,transition_dominance,context_noise_level,transition_variant,trust_scale_mult,gate_scale_mult,gate_mode,beta_gate_concentration,trust_floor,trust_cap,support_mask_enabled,avg_reward,cum_reward,oracle_cum_reward,reward_pct_oracle,cum_regret,top1_agreement,top2_agreement,transition_l1_error,off_support_leakage,runtime_seconds,policy_label,experiment_id
tw,20263031,1000,8,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,46.0261336740793,46026.1336740793,48846.30862205077,94.22643178670343,2820.174947971471,0.738,0.899,0.06493049881748485,0.012034374153521233,5.037404332999984,tw_gated_offline_low_rank,context_noise_refinement
tm_tw,20263351,1000,8,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,42.736717473590836,42736.717473590834,45686.514106528746,93.54339745409384,2949.7966329379124,0.563,0.656,0.0706355818263201,0.01992718883280329,5.108693792000054,tm_tw_gated_offline_low_rank,context_noise_refinement
tm_tw_refined,20264179,1000,8,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,47.530059370769784,47530.059370769784,48515.645117437605,97.96851975423165,985.5857466678208,0.7,0.803,0.0723917545511985,0.016296844881556326,5.177346624999984,tm_tw_refined_gated_offline_low_rank,context_noise_refinement
tw,20262355,1000,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,46.10796913703709,46107.969137037086,48641.42461893575,94.79156808883347,2533.4554818986653,0.707,0.816,0.05438577845192495,1.3182621742393088e-07,4.636668541999995,tw_support_offline,context_noise_refinement
tm_tw,20262675,1000,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,47.76432612896229,47764.32612896229,49118.07091264029,97.24389667891127,1353.7447836779975,0.76,0.845,0.04841225640989638,1.270897513482187e-07,4.706287750000001,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263503,1000,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,47.07014664410389,47070.146644103894,48238.316839190535,97.57833549835308,1168.170195086641,0.806,0.897,0.05246914274289885,1.3151339739894667e-07,4.710525958999995,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261647,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,38.164483207056165,38164.48320705617,38164.48320705617,100.0,0.0,1.0,1.0,0.11388368025927927,0.031766490153627897,0.20252116699998624,oracle,context_noise_refinement
state_thompson,20262545,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,38.670335284293465,38670.33528429346,38610.283941453315,100.1555319896927,-60.05134284014639,0.627,0.833,0.11324897456266154,0.03224820346905575,0.21310154200000397,state_thompson,context_noise_refinement
global_ucb_tw,20262381,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,37.12809616278098,37128.096162780974,39221.67367651999,94.66219230977812,2093.5775137390156,0.7,0.888,0.10714676004100804,0.018299281206114973,4.6211838750000425,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262279,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,36.71331205555756,36713.31205555756,37991.987218614755,96.63435567163306,1278.6751630571962,0.68,0.853,0.11188928033092119,0.024315213198168175,4.619156999999973,local_ucb_tw_dense,context_noise_refinement
exp4,20261402,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,37.81982417245229,37819.824172452296,37553.91140793852,100.70808273903945,-265.9127645137778,0.69,0.903,0.11867864843436415,0.034106211218454426,4.688490750000028,exp4_dense,context_noise_refinement
tw,20261252,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,36.43994733484081,36439.94733484081,38479.1810384404,94.70042332355666,2039.2337035995952,0.697,0.867,0.11830787702291176,0.01376220906224687,4.52649129100007,tw_dense,context_noise_refinement
tm_tw,20261572,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,35.32886133527449,35328.86133527449,37591.43193511462,93.9811534613912,2262.5705998401318,0.57,0.761,0.11299223789988239,0.014861175386713697,4.641056708000065,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262400,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,37.04569382685558,37045.69382685558,37542.57259411655,98.67649249125023,496.87876726096874,0.766,0.917,0.1124517414436544,0.021338561647875294,4.638241707999896,tm_tw_refined_dense,context_noise_refinement
tw,20262076,1000,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,36.152174358289,36152.174358289005,38797.81416285973,93.18095655217779,2645.6398045707247,0.587,0.762,0.06890988183247479,0.014803756202810719,4.559410667000066,tw_gated_offline,context_noise_refinement
tm_tw,20262396,1000,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,35.19169503657035,35191.69503657035,37744.463507751774,93.23670749577047,2552.768471181422,0.575,0.77,0.06439139265107169,0.014708320652853038,4.662227917000109,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263224,1000,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,36.084116237241844,36084.11623724184,37707.683858370445,95.69433214931284,1623.5676211286045,0.68,0.839,0.06693663829011536,0.013548719680097228,4.657941583000024,tm_tw_refined_gated_offline,context_noise_refinement
tw,20263032,1000,8,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,34.332648439727286,34332.64843972729,37790.454612095506,90.85005404708339,3457.8061723682185,0.606,0.838,0.07289172821789214,0.013584590898113038,4.98128004199998,tw_gated_offline_low_rank,context_noise_refinement
tm_tw,20263352,1000,8,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,36.24678770582203,36246.78770582203,38638.822745821075,93.80924451105915,2392.035039999042,0.567,0.755,0.06821001534519323,0.013886177837141947,5.077821583999935,tm_tw_gated_offline_low_rank,context_noise_refinement
tm_tw_refined,20264180,1000,8,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,36.526388467595744,36526.388467595745,37604.88721801548,97.13202503662063,1078.4987504197343,0.651,0.877,0.07513255389023657,0.013539656133122835,5.090304250000031,tm_tw_refined_gated_offline_low_rank,context_noise_refinement
tw,20262356,1000,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,35.04287194153046,35042.87194153046,37082.15809056878,94.5006271100576,2039.286149038322,0.67,0.887,0.05778301265481632,1.1287822541352912e-07,4.628880084000002,tw_support_offline,context_noise_refinement
tm_tw,20262676,1000,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,34.8981976025311,34898.1976025311,37288.34255995415,93.59010137396145,2390.14495742305,0.648,0.858,0.06513853275224898,1.0716321321954626e-07,4.663207958000044,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263504,1000,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,37.78088426922224,37780.88426922224,38702.4614961566,97.6188149505016,921.5772269343579,0.711,0.906,0.055081617938890944,1.253317253332167e-07,4.682700209000018,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261648,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,37.34895970029921,37348.95970029921,37348.95970029921,100.0,0.0,1.0,1.0,0.11110271788197296,0.025245598553501825,0.1923236249999718,oracle,context_noise_refinement
state_thompson,20262546,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,32.27746249262912,32277.46249262912,35842.64738422904,90.05323224765863,3565.1848915999217,0.524,0.77,0.12062988542563169,0.025493696409458012,0.21365412499994818,state_thompson,context_noise_refinement
global_ucb_tw,20262382,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,33.583442509352125,33583.44250935213,36161.54522402427,92.8705958257576,2578.102714672139,0.635,0.872,0.10849440259218796,0.021526422276950837,4.63553679100005,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262280,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,35.51799935488746,35517.999354887455,37708.393455233934,94.19122932684247,2190.394100346479,0.695,0.877,0.10638089035833138,0.015422812206441807,4.609628166999983,local_ucb_tw_dense,context_noise_refinement
exp4,20261403,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,35.74628106738751,35746.28106738751,36335.90340331275,98.37730101442453,589.6223359252399,0.689,0.83,0.09924324383387856,0.027372021773773514,4.685968666999997,exp4_dense,context_noise_refinement
tw,20261253,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,35.06975387407981,35069.753874079805,37709.30075024032,93.00027626170264,2639.5468761605152,0.688,0.869,0.11180923007815956,0.014570892737066887,4.537633374999928,tw_dense,context_noise_refinement
tm_tw,20261573,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,33.44703398108526,33447.03398108526,36310.5404792026,92.11384226087888,2863.506498117342,0.555,0.784,0.11115089341859748,0.027902764345249027,4.646707459000027,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262401,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,36.58138833106748,36581.38833106748,37330.00169264938,97.99460667656678,748.6133615818981,0.802,0.931,0.10891189095037258,0.01792265152477807,4.641036041000007,tm_tw_refined_dense,context_noise_refinement
tw,20262077,1000,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,36.12219069570901,36122.19069570901,37157.55313680752,97.2135882110254,1035.3624410985067,0.811,0.931,0.06756219027060706,0.01315133260316416,4.55591420799999,tw_gated_offline,context_noise_refinement
tm_tw,20262397,1000,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,35.75216433469565,35752.16433469565,36956.39225511173,96.74148950443204,1204.2279204160805,0.786,0.913,0.06433491453484644,0.01371655051593264,4.652219500000001,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263225,1000,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,33.951039478804155,33951.03947880415,35691.388420679636,95.12389677486706,1740.3489418754834,0.616,0.864,0.0729764010226207,0.014498480368830146,4.6598877090000315,tm_tw_refined_gated_offline,context_noise_refinement
tw,20263033,1000,8,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,33.40894488675483,33408.944886754834,36111.94050113938,92.5149532900364,2702.9956143845484,0.57,0.83,0.07371503045972094,0.01382285773851241,4.9900717079999595,tw_gated_offline_low_rank,context_noise_refinement
tm_tw,20263353,1000,8,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,33.178647148862176,33178.647148862176,37002.842742117544,89.66513027145729,3824.1955932553683,0.678,0.846,0.0745349269599488,0.012880100326561698,5.091048207999961,tm_tw_gated_offline_low_rank,context_noise_refinement
tm_tw_refined,20264181,1000,8,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,35.33096744195406,35330.96744195406,37106.00374045452,95.2163097084873,1775.0362985004613,0.702,0.882,0.0676342402660923,0.01429443760846722,5.123687790999952,tm_tw_refined_gated_offline_low_rank,context_noise_refinement
tw,20262357,1000,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,35.756512274931836,35756.51227493184,37187.583909649205,96.15174882510709,1431.0716347173657,0.742,0.909,0.05564262434165211,1.075628936278283e-07,4.704238958000019,tw_support_offline,context_noise_refinement
tm_tw,20262677,1000,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,35.24027559812221,35240.27559812221,37236.41699112432,94.63927640116954,1996.1413930021154,0.69,0.884,0.05228131286362284,1.1500261999507302e-07,4.899495958999978,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263505,1000,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,33.798469609578866,33798.46960957887,36091.377488488826,93.64693719534182,2292.9078789099585,0.572,0.795,0.05893638970245839,1.0691059362704898e-07,4.729411208999977,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261649,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,45.77857826965903,45778.57826965903,45778.57826965903,100.0,0.0,1.0,1.0,0.11761737384666993,0.02760261508972261,0.19240320900007646,oracle,context_noise_refinement
state_thompson,20262547,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,41.52786307030518,41527.86307030518,44755.637542005294,92.78800470963978,3227.7744717001115,0.559,0.797,0.10476347557417266,0.032417446532480944,0.21500429200000326,state_thompson,context_noise_refinement
global_ucb_tw,20262383,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,41.73496121202053,41734.96121202053,45253.50469956701,92.22481549019086,3518.5434875464853,0.687,0.877,0.11669937519327933,0.02568954708476673,4.629007249999972,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262281,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,40.55052688078003,40550.52688078003,44662.833239042026,90.79255376332189,4112.306358261994,0.675,0.879,0.1014588892528842,0.014747298533336712,4.625652375000072,local_ucb_tw_dense,context_noise_refinement
exp4,20261404,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,43.167342538081314,43167.34253808131,45850.63496563348,94.14775296009886,2683.2924275521655,0.651,0.883,0.1126922361798501,0.03419417963923554,4.704687290999914,exp4_dense,context_noise_refinement
tw,20261254,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,41.438500958870215,41438.500958870216,44995.19411838832,92.09539323208614,3556.6931595181013,0.723,0.903,0.11183122570952679,0.026130584024428704,4.620823832999918,tw_dense,context_noise_refinement
tm_tw,20261574,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,43.23531543458028,43235.315434580276,45573.79987219387,94.86879644846033,2338.484437613595,0.76,0.904,0.12785871006566527,0.018530610399571275,4.643768459000057,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262402,1000,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,44.31873726110479,44318.73726110479,45608.591211210485,97.17190574001187,1289.8539501056948,0.799,0.941,0.11004704967833305,0.018649461895053863,4.656293541999958,tm_tw_refined_dense,context_noise_refinement
tw,20262078,1000,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,42.36118975615945,42361.189756159445,45855.52912077715,92.3796771477348,3494.3393646177065,0.646,0.86,0.07174755060766849,0.014030693203821915,4.5608308329999545,tw_gated_offline,context_noise_refinement
tm_tw,20262398,1000,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,42.69480181237624,42694.80181237624,45457.08201862803,93.92332265163913,2762.280206251795,0.675,0.929,0.06293215688592704,0.013227336901510718,4.66288079200001,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263226,1000,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,45.61749540447673,45617.49540447673,46395.68633257825,98.3227084463775,778.1909281015178,0.842,0.96,0.07113971607301794,0.016609570445334378,4.6766494999999395,tm_tw_refined_gated_offline,context_noise_refinement
tw,20263034,1000,8,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,39.02304160413488,39023.04160413488,44346.590886938924,87.99558393028143,5323.549282804044,0.506,0.775,0.07487432020082636,0.016904901224737392,4.992159333000018,tw_gated_offline_low_rank,context_noise_refinement
tm_tw,20263354,1000,8,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,41.933509805931116,41933.50980593111,45203.355626350254,92.76636485253971,3269.845820419141,0.572,0.806,0.06225497585532466,0.015037754577137102,5.114520458000015,tm_tw_gated_offline_low_rank,context_noise_refinement
tm_tw_refined,20264182,1000,8,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,44.516275054394036,44516.275054394035,45569.465014148394,97.68882527054605,1053.1899597543597,0.757,0.931,0.07172290175093667,0.012852642947339728,5.111800750000043,tm_tw_refined_gated_offline_low_rank,context_noise_refinement
tw,20262358,1000,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,44.16542400904241,44165.424009042414,45803.98310575147,96.42267116175033,1638.5590967090538,0.813,0.941,0.046276778153313956,1.1219821003755725e-07,4.574500499999999,tw_support_offline,context_noise_refinement
tm_tw,20262678,1000,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,39.375645758812254,39375.64575881226,45466.751147195595,86.60316553372422,6091.105388383337,0.653,0.899,0.052018966171919,1.279147736297319e-07,4.669221291999975,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263506,1000,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,44.45609697109669,44456.09697109669,45802.160540868615,97.06113520874008,1346.0635697719263,0.743,0.95,0.04756556152612421,1.4026502494524642e-07,4.678537791999929,tm_tw_refined_support_offline,context_noise_refinement
